,answerEntityId,description
21006,Q756137,"city in Cass County, Texas, United States"
21007,Q203263,"consolidated city-county and county seat of Clarke County, Georgia, United States"
21008,Q34804,"city and county seat of Bernalillo County, New Mexico, United States and the largest city in the state"
21009,Q95682222,"pandemic in Boulder, Colorado"
21010,Q164160,illumination of the Earth's lower atmosphere when the Sun itself is not directly visible because it is below the horizon
21011,Q44523,series of vampire romance novels by Stephenie Meyer
21012,Q60487,2012 film by Bill Condon
21013,Q80848771,Wikipedia article covering multiple soundtrack releases
21014,Q60506,2011 film by Bill Condon
21015,Q21527866,2018 film directed by Scott Speer
21016,Q102448,2004 film directed by Alfonso Cuarón
21017,Q47598,fantasy novel by J. K. Rowling
21018,Q1880543,two part film
21019,Q39970,1992 film directed by Fran Rubel Kuzui
21020,Q53945,2008 novel by Stephenie Meyer
21021,Q108566,phase of the Moon
21022,Q160071,2008 film directed by Catherine Hardwicke
21023,Q116928,2009 film directed by Chris Weitz
21024,Q80912313,Wikipedia article covering multiple soundtrack releases
21025,Q60487,2012 film by Bill Condon
21026,Q60506,2011 film by Bill Condon
21027,Q1057732,"1940 film by Robert Zigler Leonard, W. S. Van Dyke"
21028,Q161687,2009 film directed by David Yates
21029,Q1880543,two part film
21030,Q84343957,one-act play written by Dimitris Bogris
21031,Q53945,2008 novel by Stephenie Meyer
21032,Q164160,illumination of the Earth's lower atmosphere when the Sun itself is not directly visible because it is below the horizon
21033,Q276528,2006 American dramedy television series
21034,Q116928,2009 film directed by Chris Weitz
21035,Q60487,2012 film by Bill Condon
21036,Q60506,2011 film by Bill Condon
21037,Q652599,series of romance fantasy films
21038,Q21527866,2018 film directed by Scott Speer
21039,Q1880543,two part film
21040,Q39970,1992 film directed by Fran Rubel Kuzui
21041,Q183513,American supernatural drama television series
21042,Q53945,2008 novel by Stephenie Meyer
21043,Q164160,illumination of the Earth's lower atmosphere when the Sun itself is not directly visible because it is below the horizon
21044,Q276528,2006 American dramedy television series
21045,Q116928,2009 film directed by Chris Weitz
21046,Q60487,2012 film by Bill Condon
21047,Q21527866,2018 film directed by Scott Speer
21048,Q102438,2001 film directed by Chris Columbus
21049,Q102225,2005 film directed by Mike Newell
21050,Q1880543,two part film
21051,Q39970,1992 film directed by Fran Rubel Kuzui
21052,Q53945,2008 novel by Stephenie Meyer
21053,Q192934,2009 film directed by Ron Howard
21054,Q14175641,fictional character
21055,Q21501293,ND
21056,Q2362493,fictional character
21057,Q2071301,character in the Hunger Games story
21058,Q5893038,fictional character
21059,Q14329382,fictional character
21060,Q2313920,character who appears in Medieval and Renaissance retellings of the Trojan War
21061,Q15633,moon of Uranus
21062,Q63509480,female given name
21063,Q65091279,toyline and transmedia franchise
21064,Q2412999,2010 video game
21065,Q24251026,2017 film directed by Michael Bay
21066,Q191100,2009 science fiction film by Michael Bay
21067,Q114448616,ND
21068,Q114447440,ND
21069,Q7834141,book by Alexander C. Irvine
21070,Q232774,2011 film directed by Michael Bay
21071,Q3137430,2011 video game
21072,Q6151665,2014 science fiction film directed by Michael Bay
21073,Q34220038,2018 film by Travis Knight
21074,Q2412999,2010 video game
21075,Q24251026,2017 film directed by Michael Bay
21076,Q191100,2009 science fiction film by Michael Bay
21077,Q114448616,ND
21078,Q232774,2011 film directed by Michael Bay
21079,Q3137430,2011 video game
21080,Q1348354,Japanese anime television series
21081,Q1140254,2007–09 animated television series
21082,Q6151665,2014 science fiction film directed by Michael Bay
21083,Q7834177,2008 video game
21084,Q19814831,2014 film by James Kondelik
21085,Q20950013,1942 film by John Rawlins
21086,Q108485531,1926 film
21087,Q1139460,1993 studio album by Tool
21088,Q2328358,2000 single by Iron Maiden
21089,Q5410246,album by Katra Solopuro
21090,Q17060908,album by Manilla Road
21091,Q7111614,episode of M*A*S*H (S5 E4)
21092,Q72946024,scientific article published on 01 October 1981
21093,Q1503756,1992 EP by Tool
21094,Q334537,American death metal band
21095,Q17014178,album by Blake Babies
21096,Q665758,1991 song by U2
21097,Q571053,1991 film by Wim Wenders
21098,Q378076,2001 posthumous studio album by 2Pac
21099,Q3079997,2012 compilation album by The Beatles
21100,Q7699342,album by Bebo Norman
21101,Q23131,2002 song by Tool
21102,Q368280,2001 studio album by Tool
21103,Q96724332,Indonesian scientific journal
21104,Q757000,species of bird
21105,Q389281,1966 studio album by The Rolling Stones; UK edition
21106,Q163807,2006 studio album by Tool
21107,Q915860,2008 video game
21108,Q12343253,2000 video game
21109,Q621616,2003 action-adventure video game
21110,Q1123794,action-adventure video game developed by Core Design and published by Eidos Interactive
21111,Q816451,1997 action-adventure video game in the Tomb Raider series
21112,Q317620,1996 action-adventure video game developed by Core Design
21113,Q270503,video game franchise centering around the adventures of the English archaeologist Lara Croft
21114,Q1757876,2013 action-adventure video game
21115,Q7767243,2002 video game
21116,Q259168,1991 novel by Tom Clancy
21117,Q1048846,2002 film by Phil Alden Robinson
21118,Q2169859,1990 video game by Grandslam Entertainments
21119,Q5255573,1984 novel by Tom Clancy
21120,Q732842,novel by Tom Clancy
21121,Q1215095,novel by Ken Follett
21122,Q17266484,2014 song by Sia
21123,Q1196642,novel by Tom Clancy
21124,Q1392442,1994 film by Phillip Noyce
21125,Q534739,book
21126,Q92547,ND
21127,Q8269,classic work of Japanese literature
21128,Q483412,"series of children's fantasy novels by C. S. Lewis, 1950–1956"
21129,Q331872,poem
21130,Q331804,1962 poetry collection by J. R. R. Tolkien
21131,Q19587078,2015 film by Matteo Garrone
21132,Q2074799,album by Rick Wakeman
21133,Q892,English writer and philologist (1892–1973)
21134,Q4749729,2013 British television docudrama directed by Terry McDonough
21135,Q219457,1864 science fiction novel by Jules Verne
21136,Q1607948,1993 soundtrack album by Danny Elfman
21137,Q322328,1993 stop motion film directed by Henry Selick
21138,Q1051023,2012 American animated film directed by Tim Burton
21139,Q217182,1990 film directed by Tim Burton
21140,Q164417,2005 stop-motion-animated dark fantasy film by Tim Burton and Mike Johnson
21141,Q22249835,2015 film by Axel Braun
21142,Q810855,1949 film serial
21143,Q4869415,American comic book ongoing series
21144,Q276523,1997 film directed by Joel Schumacher
21145,Q92640,novel by Lewis Carroll
21146,Q189875,1951 American animated musical fantasy film
21147,Q617871,horror film franchise
21148,Q1607948,1993 soundtrack album by Danny Elfman
21149,Q322328,1993 stop motion film directed by Henry Selick
21150,Q29639173,episode of Holby City (S19 E11)
21151,Q2293972,1985 film directed by Tim Burton
21152,Q3048731,1990 soundtrack album by Danny Elfman
21153,Q217182,1990 film directed by Tim Burton
21154,Q2653485,contemporary dance adaptation of the 1990 American romance fantasy film
21155,Q639481,1994 film by Tim Burton
21156,Q221843,"American screenwriter, director, producer, actor, author, and film editor"
21157,Q107315884,American science fiction fan
21158,Q320384,1988 film directed by Tim Burton
21159,Q116852,1989 film directed by Tim Burton
21160,Q1201853,2013 film directed by Alan Taylor
21161,Q16169477,album by Brian Tyler
21162,Q42177274,press release by The Walt Disney Company
21163,Q22665878,2017 film directed by Taika Waititi
21164,Q7796039,ND
21165,Q115285,1980 animated musical television film directed by Jules Bass
21166,Q332581,1955 novel by J. R. R. Tolkien
21167,Q23781155,2019 film directed by Anthony and Joe Russo
21168,Q63705936,2019 film score by Alan Silvestri
21169,Q11572,animated television series
21170,Q109608844,American live-action adventure fantasy streaming television series
21171,Q886597,1974 film directed by Tobe Hooper
21172,Q3795576,2005 film by David M. Evans
21173,Q2369793,1993 film directed by David M. Evans
21174,Q3519341,2006 video game
21175,Q1832350,2013 American film by John Luessenhop
21176,Q426663,1985 film directed by George Miller and George Ogilvie
21177,Q571032,2012 film by Quentin Tarantino
21178,Q2321222,1951 film directed by László Benedek
21179,Q25327,family of beetles
21180,Q4744050,2003 video game
21181,Q276415,2004 film by Mark Rosman
21182,Q18389840,2014 soundtrack album
21183,Q4142083,2014 film by Francis Lawrence
21184,Q14949096,soundtrack album
21185,Q574583,2013 film by Francis Lawrence
21186,Q11679,three books by Suzanne Collins (2008–2010)
21187,Q11678,2008 dystopian novel by Suzanne Collins
21188,Q70471056,2010 english edition of Mockingjay
21189,Q40354,2010 book by Suzanne Collins
21190,Q2071301,character in the Hunger Games story
21191,Q60411595,2009 edition
21192,Q837140,2009 novel by Suzanne Collins
21193,Q60668743,fictional bird in The Hunger Games trilogy
21194,Q18389840,2014 soundtrack album
21195,Q4142083,2014 film by Francis Lawrence
21196,Q14949096,soundtrack album
21197,Q574583,2013 film by Francis Lawrence
21198,Q11678,2008 dystopian novel by Suzanne Collins
21199,Q40354,2010 book by Suzanne Collins
21200,Q70471056,2010 english edition of Mockingjay
21201,Q2071301,character in the Hunger Games story
21202,Q60411595,2009 edition
21203,Q837140,2009 novel by Suzanne Collins
21204,Q3794988,soundtrack to the 1990 crime drama film
21205,Q202326,1990 film directed by Francis Ford Coppola
21206,Q97182672,2020 studio album by Wiley
21207,Q47703,1972 American crime film by Francis Ford Coppola
21208,Q174284,1981 film by Steven Spielberg
21209,Q786120,American animated science fantasy television series
21210,Q18407,1960 film directed by Federico Fellini
21211,Q114536582,episode of Weird Science (S4 E15)
21212,Q204191,1946 film directed by Frank Capra
21213,Q149106,2001 open world action-adventure video game
21214,Q42047,1990 film directed by Martin Scorsese
21215,Q1765450,Discworld novel by Terry Pratchett
21216,Q19897982,2015 Discworld novel by Terry Pratchett
21217,Q2624734,2001 novel by Terry Pratchett
21218,Q32136,1983 Discworld novel by Terry Pratchett
21219,Q2447613,2010 British television adaptation of the book 'Going Postal' by Terry Pratchett
21220,Q2078525,novel by Terry Pratchett
21221,Q105061304,1996 HarperPrism edition
21222,Q112875921,season of television series
21223,Q1052459,1990 novel by Terry Pratchett and Neil Gaiman
21224,Q595128,novel by Terry Pratchett
21225,Q979884,1998 novel by Terry Pratchett
21226,Q52798319,1992 video game
21227,Q162255,1984 film by James Cameron
21228,Q191543,2009 film directed by McG
21229,Q2449150,2009 video game
21230,Q2667478,1990 film by Bruno Mattei
21231,Q15140437,2015 science-fiction film directed by Alan Taylor
21232,Q20644467,soundtrack
21233,Q29054009,2003 film directed by Jonathan Mostow
21234,Q3984434,2003 video game
